42,True
43,True
49,True
51,True
53,True
55,True
56,True
57,True
58,True
59,True
60,True
61,True
62,True
63,True
226,True
227,True
228,True
229,True
231,True
277,True
278,True
281,True
282,True
283,True
285,True
286,True
288,True
289,True
291,True
299,True
301,True
305,True
306,True
308,True
309,True
312,True
318,True
319,True
320,True
395,True
400,True
403,True
404,True
407,True
408,True
409,True
410,True
411,True
412,True
414,True
415,True
416,True
417,True
424,True
425,True
426,True
431,True
432,True
434,True
438,True
439,True
441,True
442,True
446,True
448,True
449,True
451,True
454,True
456,True
457,True
459,True
464,True
469,True
483,True
626,True
627,True
629,True
632,True
637,True
644,True
645,True
646,True
647,True
649,True
652,True
653,True
654,True
655,True
657,True
658,True
659,True
662,True
666,True
669,True
671,True
672,True
705,True
707,True
709,True
711,True
712,True
713,True
714,True
800,True
802,True
803,True
804,True
805,True
806,True
807,True
809,True
814,True
815,True
816,True
818,True
819,True
823,True
824,True
827,True
829,True
830,True
833,True
834,True
836,True
838,True
850,True
851,True
852,True
853,True
856,True
858,True
859,True
861,True
862,True
863,True
867,True
868,True
869,True
870,True
871,True
872,True
874,True
875,True
876,True
880,True
888,True
889,True
890,True
892,True
893,True
894,True
895,True
896,True
898,True
899,True
903,True
904,True
905,True
906,True
921,True
923,True
925,True
927,True
931,True
1034,True
1036,True
1038,True
1040,True
1041,True
1042,True
1044,True
1064,True
1087,True
1088,True
1089,True
1090,True
1093,True
1094,True
1095,True
1096,True
1097,True
1100,True
1101,True
1108,True
1109,True
1110,True
1111,True
1123,True
1132,True
1135,True
1136,True
1140,True
1141,True
1143,True
1145,True
1147,True
1148,True
1151,True
1152,True
1153,True
1154,True
1155,True
1156,True
1157,True
1158,True
1160,True
1161,True
1163,True
1166,True
1167,True
1170,True
1171,True
1172,True
1208,True
1210,True
1212,True
1214,True
1217,True
1219,True
1220,True
1221,True
1227,True
1228,True
1229,True
1230,True
1231,True
1232,True
1233,True
1234,True
1237,True
1239,True
1240,True
1241,True
1242,True
1243,True
1244,True
1245,True
1349,True
1358,True
1359,True
1360,True
1361,True
1362,True
1363,True
1364,True
1365,True
1366,True
1367,True
1368,True
1369,True
1370,True
1371,True
1372,True
1373,True
1375,True
1376,True
1377,True
1410,True
1411,True
1412,True
