latitud,longitud,property_surface_total,property_surface_covered
-34.5547694,-58.4553506,54.0,48.0
-34.6588675,-58.4789972,48.0,41.0
-34.6010889,-58.3909178,136.0,100.0
-34.5805604,-58.4733611,92.0,92.0
-34.620644,-58.3958032,42.0,38.0
-34.5981846,-58.3864554,42.0,42.0
-34.6323633,-58.4306438,37.0,31.0
-34.5945917,-58.4081509,27.0,27.0
-34.6189901,-58.4313517,66.0,44.0
-34.5745938406,-58.4721376651,56.0,48.0
-34.57317,-58.438335,55.0,48.0
-34.6438947,-58.5228808,140.0,120.0
-34.6411203,-58.3973384,122.0,97.0
-34.5844865909,-58.4388294057,162.0,105.0
-34.5960619,-58.4339894,113.0,71.0
-34.6350988,-58.3660479,136.0,68.0
-34.599951,-58.378777,53.0,52.0
-34.683555,-58.465397,49.0,49.0
-34.6022411,-58.3679924,131.0,131.0
-34.589322,-58.405981,85.0,75.0
-34.5887562,-58.409694,50.0,50.0
-34.6162166,-58.40683,45.0,45.0
-34.6271941,-58.4381034,150.0,132.0
-34.6111355,-58.4874222,65.0,51.0
-34.5732941,-58.4188132,74.0,65.0
-34.5795573,-58.433152,82.0,71.0
-34.5935444,-58.4208124,700.0,520.0
-34.624851,-58.434546,43.0,33.0
-34.5600557,-58.4580155,32.0,27.0
-34.5724063,-58.4308553,48.0,44.0
-34.6310504,-58.5001216,87.0,69.0
-34.617189,-58.4866805,121.0,121.0
-34.5872918,-58.4031186,53.0,53.0
-34.6054921,-58.407022754,34.0,34.0
-34.542736,-58.468587,73.0,47.0
-34.6197706,-58.4612482,107.0,90.0
-34.5902364,-58.4346291,32.0,32.0
-34.60068,-58.390927,25.0,25.0
-34.5731873,-58.480387,99.0,78.0
-34.5874351,-58.4016421159,51.0,48.0
-34.5564083,-58.4686665,58.0,48.0
-34.5703621,-58.5045259,800.0,650.0
-34.5502108,-58.4597973,88.0,70.0
-34.5706825,-58.4332519,82.0,71.0
-34.567904,-58.4466986,114.0,84.0
-34.5774994,-58.4225288,49.0,49.0
-34.5722889,-58.4427017,45.0,41.0
-34.5679898,-58.4479575,90.0,68.0
-34.541616,-58.4733768,48.0,40.0
-34.5804614,-58.425498,46.0,41.0
-34.589497,-58.4127217,105.0,100.0
-34.5780764,-58.4651353,108.0,108.0
-34.6229221,-58.506213,182.0,96.0
-34.5680696,-58.4557053,450.0,450.0
-34.573257,-58.4800673,71.0,64.0
-34.5636844,-58.4689892,51.0,45.0
-34.5975931,-58.4197275,70.0,66.0
-34.5919285,-58.3899657,19.0,19.0
-34.5479792,-58.4586733,84.0,84.0
-34.6233527,-58.4361058,133.0,98.0
-34.5709157,-58.4472616,94.0,94.0
-34.6312514,-58.4543025,47.0,44.0
-34.5601594,-58.4715658,38.0,35.0
-34.6149212,-58.3629036,105.0,95.0
-34.6161363,-58.4301665,135.0,87.0
-34.6173215,-58.4608556,55.0,55.0
-34.5905033,-58.4088623,78.0,67.0
-34.6393518066,-58.4125900269,82.0,57.0
-34.61042,-58.4082908,91.0,86.0
-34.5576922,-58.4792152,52.0,46.0
-34.5922344224,-58.4029886391,63.0,56.0
-34.6518652,-58.5238241,162.0,112.0
-34.5633123328,-58.4514337471,177.0,145.0
-34.6428883,-58.5059389,89.0,73.0
-34.616353,-58.504692,121.0,58.0
-34.5805608,-58.4253374,70.0,68.0
-34.5598733,-58.4492538,62.0,47.0
-34.5785503,-58.4120162,50.0,42.0
-34.5913983,-58.4223158,31.0,28.0
-34.6200587,-58.4032811,46.0,36.0
-34.6139056,-58.480397,70.0,63.0
-34.639625,-58.4885425,158.0,92.0
-34.5800605,-58.4395272,74.0,33.0
-34.5726395,-58.4626652,234.0,200.0
-34.5798062,-58.4340838,30.0,28.0
-34.6057491,-58.517613,81.0,73.0
-34.6215267,-58.3912053,23.0,23.0
-34.5999696,-58.4075498,36.0,36.0
-34.5882556,-58.4082031,61.0,52.0
-34.55307606,-58.4887446,51.0,47.0
-34.5666784,-58.4926909,73.0,62.0
-34.5925131433,-58.3903583545,60.0,59.0
-34.6157079,-58.4047593,89.0,85.0
-34.5845933678,-58.4170807607,35.0,35.0
-34.5472689401,-58.4739021012,54.0,45.0
-34.5699535,-58.4883933,100.0,75.0
-34.5735577,-58.4807548,69.0,58.0
-34.58577819,-58.39492934,103.0,91.0
-34.5989947,-58.5186568,164.0,155.0
-34.5482270013,-58.4561444245,219.0,219.0
-34.5912896,-58.3992799,29.0,29.0
-34.6335966,-58.440022,45.0,41.0
-34.5571323783,-58.458589145,79.0,65.0
-34.6241731,-58.3726161,90.0,80.0
-34.6237933,-58.4022563,34.0,34.0
-34.6395964,-58.369112,111.0,95.0
-34.5614727,-58.4454242,160.0,160.0
-34.5938474,-58.4036031,65.0,65.0
-34.5865784,-58.3896179,36.0,30.0
-34.573855,-58.42234154,58.0,49.0
-34.6084521,-58.4266541,55.0,51.0
-34.6151405,-58.3732755,43.0,43.0
-34.6118787,-58.4086932,47.0,40.0
-34.6448697,-58.4877789,101.0,50.0
-34.621413,-58.4423915,40.0,40.0
-34.6199022,-58.4172393,45.0,42.0
-34.5634049825,-58.4671366939,100.0,94.0
-34.5898855,-58.4164409,38.0,32.0
-34.5906469,-58.3924152,62.0,62.0
-34.6005527,-58.4186655,89.0,77.0
-34.5629324,-58.4536113,40.0,32.0
-34.5979305,-58.4173976,48.0,42.0
-34.6088053,-58.4305566,47.0,43.0
-34.6317859,-58.423024,170.0,160.0
-34.6224703,-58.4315617,65.0,55.0
-34.6226455,-58.4601887,87.0,77.0
-34.6008,-58.4350373,68.0,68.0
-34.5504759,-58.4721287,48.0,48.0
-34.6245133,-58.5092791,225.0,103.0
-34.633113,-58.44874,133.0,95.0
-34.5641401,-58.4506123,290.0,234.0
-34.5942933,-58.5051525,82.0,71.0
-34.5669752,-58.4535227,110.0,100.0
-34.57154052,-58.4878555,112.0,94.0
-34.55979156,-58.45454788,75.0,68.0
-34.6219948,-58.4423453,66.0,62.0
-34.5622914,-58.4427269,172.0,142.0
-34.6246945,-58.446536,45.0,42.0
-34.5949336785,-58.4437036514,80.0,77.0
-34.6416775,-58.4329375,177.0,110.0
-34.612425,-58.4569,65.0,60.0
-34.596966,-58.487327,259.0,93.0
-34.5550487,-58.4905135,58.0,49.0
-34.643911,-58.5232892,67.0,64.0
-34.6062777,-58.4502517,105.0,92.0
-34.5683941,-58.4357206,33.0,31.0
-34.5726601,-58.4866638,62.0,60.0
-34.6048078,-58.5155657,140.0,106.0
-34.5622944,-58.4431832,125.0,100.0
-34.629635,-58.4288838,54.0,49.0
-34.5979752,-58.41886,54.0,47.0
-34.5990853,-58.3800471,62.0,58.0
-34.5945087,-58.3861836,24.0,24.0
-34.5883902,-58.4397494,69.0,63.0
-34.573855,-58.42234154,26.0,26.0
-34.614945,-58.406453,40.0,35.0
-34.5794878,-58.4706952,257.0,108.0
-34.5937255,-58.4046648,138.0,131.0
-34.5653071,-58.4356646,130.0,130.0
-34.6267566,-58.4687286,74.0,74.0
-34.557917,-58.4599067,49.0,45.0
-34.604795,-58.4258874,30.0,28.0
-34.6183291,-58.5057331,84.0,67.0
-34.646675,-58.4842087,39.0,37.0
-34.6426914,-58.4039454,309.0,259.0
-34.6108121,-58.3804482,108.0,60.0
-34.5908459,-58.4021075,124.0,118.0
-34.6002675,-58.4304038,51.0,51.0
-34.5678246,-58.4341875,60.0,53.0
-34.6313049,-58.3839572,46.0,42.0
-34.5636608062,-58.4807515318,59.0,48.0
-34.6236829,-58.5067468,48.0,41.0
-34.6279907549,-58.4324410973,107.0,70.0
-34.6108121,-58.3804482,108.0,60.0
-34.6127425,-58.4066471,44.0,44.0
-34.6430843,-58.42396,48.0,48.0
-34.655732,-58.409439,270.0,217.0
-34.5623141181,-58.442223929,136.0,128.0
-34.5723666,-58.4223061,156.0,142.0
-34.573855,-58.42234154,82.0,78.0
-34.647558,-58.5220894,300.0,265.0
-34.6216392167,-58.3781813694,80.0,80.0
-34.573855,-58.477854,68.0,60.0
-34.6046032224,-58.4615079009,54.0,54.0
-34.5545519,-58.4751338,69.0,68.0
-34.6144899,-58.5035929,48.0,45.0
-34.6239207,-58.4383047,69.0,55.0
-34.5973649,-58.4472725,163.0,85.0
-34.5698422,-58.4416356,33.0,31.0
-34.5540693,-58.4883096,68.0,53.0
-34.6283707,-58.4184691,50.0,50.0
-34.5670546,-58.4732055,79.0,66.0
-34.573855,-58.42234154,150.0,141.0
-34.579308625,-58.4544815654,51.0,51.0
-34.5873919,-58.5116369,108.0,97.0
-34.634699,-58.3758912,78.0,78.0
-34.5787934,-58.4355055,24.0,24.0
-34.590049,-58.4180516,37.0,37.0
-34.5968009595,-58.3807036646,34.0,34.0
-34.5562002,-58.4643194,40.0,38.0
-34.6135693,-58.4368404,72.0,72.0
-34.5959785,-58.4218244,33.0,26.0
-34.5976123,-58.4193162,58.0,49.0
-34.5791664,-58.4557261,30.0,25.0
-34.6028574,-58.4128217,75.0,70.0
-34.5834931,-58.42776,37.0,33.0
-34.6335078,-58.4740813,80.0,76.0
-34.6121247,-58.4255862,226.0,160.0
-34.5667911,-58.4542009,43.0,39.0
-34.6130184,-58.4448303,47.0,47.0
-34.54348142,-58.46275078,60.0,60.0
-34.620095,-58.4102798,35.0,35.0
-34.5806345,-58.4744872,25.0,25.0
-34.6195846,-58.4131611,32.0,32.0
-34.5833181,-58.4709807,53.0,46.0
-34.5829094,-58.4240148,56.0,50.0
-34.598423,-58.372898,40.0,38.0
-34.568446,-58.506223,273.0,137.0
-34.5977808,-58.5060096,48.0,48.0
-34.62152047,-58.37154103,57.0,47.0
-34.5934403,-58.4421862,50.0,45.0
-34.6206485,-58.4338146,94.0,87.0
-34.6153111,-58.4136517,47.0,40.0
-34.6017897,-58.3971542,36.0,30.0
-34.5775736,-58.4226458,70.0,61.0
-34.6036627,-58.4350206,89.0,80.0
-34.6162748,-58.4653596,43.0,39.0
-34.6017615,-58.4402214,64.0,61.0
-34.5835417,-58.4230304,65.0,63.0
-34.5976123,-58.4193162,53.0,49.0
-34.5506361175,-58.4575384855,92.0,80.0
-34.5807147,-58.451022,47.0,40.0
-34.6281229643,-58.4666740894,42.0,39.0
-34.5521043,-58.453985,83.0,83.0
-34.5724063,-58.4308553,153.0,127.0
-34.602239,-58.464225,121.0,74.0
-34.6338186,-58.5045676,10.0,14.0
-34.6370999,-58.5260508,142.0,142.0
-34.612406,-58.5272257,266.0,109.0
-34.6090562,-58.4213217,50.0,46.0
-34.605132,-58.380248,34.0,34.0
-34.5864292,-58.4401273,48.0,48.0
-34.6170202,-58.3622314,42.0,42.0
-34.6089092,-58.486244,61.0,55.0
-34.606655711,-58.4452723198,95.0,85.0
-34.6376011,-58.5105366,64.0,64.0
-34.5540822971,-58.4711319208,94.0,84.0
-34.614643,-58.509746,60.0,37.0
-34.6477557,-58.4981466,198.0,151.0
-34.5819006,-58.4494102,67.0,48.0
-34.5917766,-58.4088414,107.0,99.0
-34.5547268632,-58.4512255455,200.0,190.0
-34.5579023,-58.4688319,131.0,106.0
-34.5945197,-58.4972794,134.0,66.0
-34.6019255,-58.4241036,91.0,86.0
-34.5968695193,-58.4969252995,87.0,78.0
-34.5514207,-58.4873064,197.0,137.0
-34.5910901,-58.3925668,124.0,114.0
-34.6291110736,-58.3621466471,253.0,129.0
-34.558517,-58.4465195,85.0,74.0
-34.5805574,-58.4145661,150.0,145.0
-34.6335028,-58.4702193,80.0,40.0
-34.5674017,-58.4964,87.0,43.0
-34.5965781,-58.4003211,101.0,96.0
-34.5746152,-58.4594307,36.0,34.0
-34.5659457,-58.46168,46.0,42.0
-34.5923671,-58.4288612,30.0,30.0
-34.5965895,-58.442685,120.0,120.0
-34.621851,-58.443985,78.0,73.0
-34.5807305,-58.4408816,58.0,55.0
-34.5520331,-58.453997,126.0,126.0
-34.554780352,-58.464217186,55.0,52.0
-34.5791632,-58.4557246,30.0,25.0
-34.5434117,-58.4632004,68.0,56.0
-34.602578,-58.496205,40.0,40.0
-34.6125172,-58.3948187,34.0,33.0
-34.6054966,-58.4071124,80.0,78.0
-34.5805604,-58.4733611,92.0,65.0
-34.5757021,-58.4386315,96.0,77.0
-34.5905033,-58.4088623,78.0,67.0
-34.5749868,-58.4206108,150.0,70.0
-34.5626264393,-58.4570503235,44.0,35.0
-34.5944502625,-58.4132815875,65.0,61.0
-34.6015722,-58.458139,56.0,50.0
-34.6168039,-58.441418,45.0,38.0
-34.6301468,-58.3714187,38.0,38.0
-34.5958615924,-58.3920705497,100.0,100.0
-34.6107706,-58.4813463,50.0,43.0
-34.6600786,-58.5031222,53.0,47.0
-34.616767414,-58.4357391635,103.0,100.0
-34.6783819,-58.4916254,70.0,61.0
-34.5977888,-58.384378,123.0,97.0
-34.54997,-58.484861,47.0,47.0
-34.5873212,-58.4055254,28.0,28.0
-34.6148273,-58.4459443,86.0,74.0
-34.5722177319,-58.4337955406,42.0,33.0
-34.6034415,-58.3984701,33.0,31.0
-34.6308254,-58.4598932,139.0,122.0
-34.5965612,-58.4166893,36.0,33.0
-34.6128099,-58.4815652,63.0,55.0
-34.633065,-58.460771,20.0,16.0
-34.614062,-58.4865027,362.0,312.0
-34.552225,-58.4657202,37.0,35.0
-34.6136064,-58.4238333,64.0,56.0
-34.5726614,-58.4932707,212.0,160.0
-34.6045384,-58.4249555,58.0,49.0
-34.6221661,-58.3727099,75.0,72.0
-34.6022953,-58.4238854,44.0,30.0
-34.5893252,-58.4473975,37.0,35.0
-34.6012540872,-58.3881282806,82.0,78.0
-34.55476263,-58.45024143,45.0,38.0
-34.5505389155,-58.4843015671,47.0,47.0
-34.6407735,-58.5140587,60.0,54.0
-34.5693986,-58.5002071,79.0,70.0
-34.5784313257,-58.4322168497,65.0,56.0
-34.6513202,-58.523516,82.0,49.0
-34.5563357,-58.4659621,910.0,566.0
-34.5969622514,-58.4969333461,66.0,62.0
-34.595897,-58.3882427,149.0,124.0
-34.5968335,-58.4236001,22.0,22.0
-34.5600387,-58.4456283,137.0,121.0
-34.5958969,-58.4715637,170.0,120.0
-34.5732173,-58.4846834,38.0,37.0
-34.6056902,-58.3792383,64.0,61.0
-34.5706825,-58.4332519,55.0,48.0
-34.5505689,-58.4678032,47.0,41.0
-34.614753,-58.4766043,63.0,59.0
-34.6054911,-58.4313178,40.0,36.0
-34.643171,-58.466864,260.0,200.0
-34.627504,-58.459097,101.0,101.0
-34.6087822,-58.425197,102.0,98.0
-34.5704478,-58.4318707,49.0,42.0
-34.5639336274,-58.4651741902,76.0,41.0
-34.5818118,-58.4307566,82.0,82.0
-34.610848304,-58.5199660662,100.0,70.0
-34.600182873,-58.4019385241,50.0,47.0
-34.5904585,-58.3876426,217.0,198.0
-34.6282221,-58.4501864,74.0,70.0
-34.5653591,-58.46378,346.0,146.0
-34.6065254,-58.4307402,39.0,35.0
-34.57154052,-58.4878555,46.0,43.0
-34.6122725,-58.4339669,47.0,38.0
-34.6309108,-58.4608478,45.0,45.0
-34.6063450959,-58.4570031167,177.0,89.0
-34.6180845757,-58.4678256513,63.0,57.0
-34.6100458,-58.3613825,500.0,410.0
-34.5802671,-58.489401,100.0,100.0
-34.608045,-58.443891,59.0,56.0
-34.5833062,-58.4524517,75.0,75.0
-34.5942742299,-58.4170194352,38.0,37.0
-34.5864143,-58.4397746,34.0,30.0
-34.6025965,-58.3760132,57.0,49.0
-34.5846497,-58.4066027,32.0,32.0
-34.5738065,-58.4325339,71.0,67.0
-34.54348142,-58.46275078,39.0,39.0
-34.5935444,-58.4208124,700.0,520.0
-34.5817617,-58.4413949,180.0,80.0
-34.6280719,-58.3725882,37.0,25.0
-34.5602808,-58.4611312,310.0,150.0
-34.5701256,-58.4470656,132.0,88.0
-34.5849223,-58.4046854,99.0,89.0
-34.6141486,-58.4689358,42.0,42.0
-34.614984873,-58.4425148038,50.0,47.0
-34.583688,-58.469951,50.0,45.0
-34.54348142,-58.46275078,59.0,51.0
-34.607272,-58.410402,87.0,87.0
-34.5428108,-58.464894,37.0,37.0
-34.6537228,-58.5140198,500.0,500.0
-34.6286316,-58.3877346,39.0,35.0
-34.5803889,-58.4475448,63.0,60.0
-34.5707986599,-58.4917473793,35.0,32.0
-34.6072245,-58.4299827,57.0,55.0
-34.553925562,-58.4497214153,62.0,57.0
-34.6213179,-58.4309047,62.0,53.0
-34.5958969,-58.4715637,50.0,48.0
-34.5899902,-58.4769364,141.0,86.0
-34.6088861,-58.4411834,47.0,47.0
-34.5923253027,-58.4924125671,224.0,179.0
-34.5688366,-58.444875,86.0,67.0
-34.5845853,-58.424784,64.0,62.0
-34.5815444,-58.4063645,45.0,45.0
-34.5978636,-58.4104422,57.0,36.0
-34.6197675,-58.4298666,47.0,41.0
-34.6132611,-58.3615133,170.0,166.0
-34.548802,-58.4601791,75.0,70.0
-34.5756832606,-58.4516598069,115.0,100.0
-34.5494194,-58.4625891,101.0,65.0
-34.6520122,-58.479559,140.0,116.0
-34.5974670434,-58.422039079,45.0,40.0
-34.6030036,-58.3968339,54.0,54.0
-34.6115770736,-58.4787333012,46.0,38.0
-34.5659485,-58.458359,140.0,120.0
-34.5607246,-58.4729828,52.0,38.0
-34.6008322732,-58.432870056,33.0,30.0
-34.5960517,-58.4277245,68.0,58.0
-34.606693,-58.400567,101.0,101.0
-34.6215013,-58.453364,61.0,28.0
-34.6185165,-58.3772331,64.0,64.0
-34.55476263,-58.45024143,115.0,102.0
-34.6103996,-58.4451277,34.0,31.0
-34.5940709,-58.4019361,100.0,100.0
-34.6327679,-58.4610381,242.0,107.0
-34.639583,-58.479684,128.0,64.0
-34.5419057,-58.4752732,188.0,154.0
-34.6069457,-58.3892969,29.0,27.0
-34.5555259798,-58.4599624884,100.0,90.0
-34.6072052,-58.3987473,31.0,31.0
-34.55476263,-58.45024143,29.0,29.0
-34.5592284,-58.4468101,44.0,44.0
-34.558225,-58.482163,97.0,73.0
-34.6202756,-58.434692,32.0,32.0
-34.589057,-58.3996417,36.0,36.0
-34.5842942,-58.4364688,77.0,71.0
-34.5556104,-58.4599325,114.0,114.0
-34.5880186,-58.3889388,196.0,196.0
-34.5995954,-58.4372898,72.0,71.0
-34.6122155,-58.3602301,152.0,140.0
-34.6081270946,-58.3898249864,36.0,36.0
-34.6318187,-58.3761684,117.0,108.0
-34.5936314,-58.4359692,95.0,73.0
-34.54348142,-58.46275078,140.0,140.0
-34.6233720881,-58.4476060614,45.0,42.0
-34.5914109,-58.380116,75.0,70.0
-34.5916593,-58.4086087,34.0,33.0
-34.6036084,-58.460762,33.0,28.0
-34.600441,-58.442166,64.0,60.0
-34.6334586,-58.3701527,43.0,40.0
-34.5697313,-58.4920522,126.0,109.0
-34.5980184,-58.4492125,56.0,50.0
-34.6032895,-58.4329871,67.0,43.0
-34.5930287,-58.4541027,398.0,398.0
-34.6026847,-58.3913098,109.0,100.0
-34.5992424,-58.3715616,36.0,33.0
-34.572148,-58.4458681,45.0,40.0
-34.6331001,-58.45522,49.0,49.0
-34.5450252,-58.4606527,54.0,46.0
-34.5580758,-58.4630757,101.0,86.0
-34.5502619,-58.4643807,85.0,78.0
-34.591331,-58.506571,102.0,88.0
-34.6191541,-58.4849554,148.0,80.0
-34.5809186,-58.4307165,100.0,100.0
-34.6497092,-58.380459,70.0,67.0
-34.5838884,-58.4088319,105.0,90.0
-34.6037869,-58.414353,49.0,46.0
-34.595751,-58.3813496,54.0,49.0
-34.611826,-58.516024,49.0,49.0
-34.6219111,-58.4190746,67.0,67.0
-34.6009844,-58.4009053,71.0,71.0
-34.5380625,-58.4669496,406.0,350.0
-34.5890903,-58.4082927,53.0,53.0
-34.5926122,-58.4108762,33.0,27.0
-34.58839659,-58.37599361,128.0,123.0
-34.5576922,-58.4792152,52.0,46.0
-34.5843792,-58.4721974,31.0,27.0
-34.5914752,-58.3779191,75.0,68.0
-34.6092102,-58.5029213,39.0,34.0
-34.6042583,-58.3893326,27.0,25.0
-34.5794035,-58.4548012,63.0,63.0
-34.5862376,-58.468094,150.0,130.0
-34.606504,-58.430743,43.0,40.0
-34.5674397,-58.4322919,100.0,92.0
-34.5806631,-58.4138888,24.0,21.0
-34.5888807079,-58.4225893021,110.0,84.0
-34.6114327,-58.4423498,144.0,140.0
-34.6110831,-58.444272,110.0,93.0
-34.606798,-58.409593,66.0,61.0
-34.5615655,-58.4645385,120.0,110.0
-34.6208059,-58.397336,97.0,67.0
-34.6030432121,-58.4151551961,53.0,50.0
-34.592242564,-58.4042873815,109.0,101.0
-34.5791976,-58.4720289,66.0,56.0
-34.6164541,-58.5284926,94.0,82.0
-34.5469724041,-58.4832301079,36.0,36.0
-34.5650045,-58.4383721,147.0,129.0
-34.5542850411,-58.4549232139,51.0,46.0
-34.633676,-58.429971,190.0,190.0
-34.5593263,-58.4459349,38.0,35.0
-34.5972822,-58.3898191,72.0,72.0
-34.58839659,-58.37599361,80.0,75.0
-34.5934403,-58.4421862,39.0,34.0
-34.5910965,-58.3992526,20.0,20.0
-34.5749887,-58.4660761,640.0,640.0
-34.6876426,-58.4598329,72.0,72.0
-34.58839659,-58.37599361,39.0,37.0
-34.5949394,-58.4417772,33.0,31.0
-34.5555846799,-58.4730295344,69.0,69.0
-34.6260129,-58.4210676,39.0,35.0
-34.6360105,-58.4727945,43.0,40.0
-34.6319034,-58.4999848,96.0,81.0
-34.5976123,-58.4193162,58.0,49.0
-34.6078885,-58.4188206,31.0,31.0
-34.6058034,-58.4602129,25.0,25.0
-34.6058346,-58.3939226,78.0,70.0
-34.5896488,-58.3825258,80.0,80.0
-34.6229506,-58.4577964,77.0,65.0
-34.6009858,-58.4327232,48.0,45.0
-34.6327711,-58.4764928,150.0,40.0
-34.5575603,-58.4585313,68.0,58.0
-34.6058414,-58.4159643,149.0,141.0
-34.552225,-58.4657202,34.0,32.0
-34.573855,-58.42234154,54.0,30.0
-34.593974,-58.443808,23.0,23.0
-34.5903855,-58.4103454,73.0,73.0
-34.5657344,-58.4649426,66.0,58.0
-34.5887933033,-58.3991390233,145.0,110.0
-34.6188956,-58.4792805,170.0,100.0
-34.5562984,-58.442987,277.0,277.0
-34.6374506,-58.5007703,25.0,21.0
-34.606791041,-58.3871412277,34.0,34.0
-34.55847376,-58.4516644478,55.0,50.0
-34.6290502692,-58.4330471037,38.0,33.0
-34.5582374,-58.4774567,98.0,98.0
-34.6102606,-58.3889166,115.0,115.0
-34.5809329,-58.407411,33.0,33.0
-34.5561300363,-58.4637478043,33.0,29.0
-34.5904605258,-58.389532601,121.0,111.0
-34.5921938,-58.3956965,44.0,37.0
-34.606402,-58.430805,60.0,53.0
-34.6145439,-58.479047,51.0,46.0
-34.622968,-58.3966526,61.0,56.0
-34.6157289,-58.4225076,74.0,65.0
-34.563005,-58.453674,79.0,66.0
-34.5921785,-58.3962795,32.0,32.0
-34.5902956,-58.4006667,23.0,23.0
-34.5982599778,-58.3847708609,80.0,80.0
-34.5552075,-58.4647252,42.0,37.0
-34.6209092,-58.3758471,78.0,66.0
-34.627634,-58.4467878,52.0,50.0
-34.5923698,-58.3769497,55.0,55.0
-34.5795671573,-58.4903538762,100.0,75.0
-34.5624143926,-58.4690880775,63.0,57.0
-34.6026516,-58.4244071,38.0,33.0
-34.6303034,-58.4011527,42.0,35.0
-34.5944502625,-58.4132815875,65.0,61.0
-34.5694533,-58.4333,42.0,33.0
-34.6040603,-58.4148107,127.0,106.0
-34.5977162,-58.4483224,64.0,57.0
-34.6352055,-58.4821613,54.0,52.0
-34.6193509,-58.4933836,151.0,80.0
-34.573855,-58.42234154,48.0,48.0
-34.6027861,-58.466684846,40.0,37.0
-34.6158463,-58.4057591,32.0,32.0
-34.6141247,-58.4064891,75.0,66.0
-34.5775163,-58.4290189,114.0,98.0
-34.5501439,-58.4701492,64.0,60.0
-34.5909151,-58.5076758,49.0,43.0
-34.6315553,-58.4005883,59.0,43.0
-34.5790230786,-58.382806778,175.0,102.0
-34.6122155,-58.3602301,90.0,83.0
-34.5909233,-58.384214,318.0,318.0
-34.5928983,-58.3873014,167.0,144.0
-34.604794,-58.459461,22.0,22.0
-34.554356,-58.458076,60.0,51.0
-34.633841,-58.468464,48.0,45.0
-34.6148984,-58.4461156,57.0,48.0
-34.574199834,-58.4820055962,80.0,72.0
-34.6232632,-58.4170832,34.0,31.0
-34.5624409,-58.4445874,54.0,46.0
-34.6150005,-58.4367241,80.0,70.0
-34.61201,-58.424052,76.0,74.0
-34.6185216,-58.4214175,375.0,375.0
-34.6354886,-58.5020574,235.0,200.0
-34.5582956,-58.4666295,104.0,100.0
-34.55171,-58.4824856,110.0,90.0
-34.5425784,-58.4719741,33.0,33.0
-34.636198,-58.3727562,272.0,182.0
-34.6035969655,-58.3765101561,20.0,20.0
-34.6122625043,-58.3861963228,102.0,99.0
-34.5780821,-58.4331057,37.0,37.0
-34.5792294,-58.4669962,125.0,87.0
-34.597911,-58.406204,100.0,90.0
-34.6016713,-58.4049041,73.0,73.0
-34.5865439,-58.441813,44.0,41.0
-34.5669891738,-58.431722194,90.0,75.0
-34.6178619,-58.4219527,50.0,42.0
-34.5787352,-58.474731,86.0,79.0
-34.6299692,-58.4479605,61.0,52.0
-34.6170186,-58.4566894,42.0,39.0
-34.5905294,-58.4172682,47.0,39.0
-34.5971189,-58.4054597,61.0,38.0
-34.6199959,-58.4402751,140.0,131.0
-34.6083803,-58.4071322,40.0,40.0
-34.6100948,-58.4413695,41.0,40.0
-34.6370865,-58.4599802,66.0,58.0
-34.5649352,-58.4400728,68.0,58.0
-34.5780628,-58.4353161,55.0,49.0
-34.6047415,-58.3760242,40.0,34.0
-34.5532489,-58.4523632,151.0,120.0
-34.5589037,-58.4441079,112.0,112.0
-34.5921167,-58.4084016,127.0,116.0
-34.6259861,-58.384606,59.0,50.0
-34.5938206,-58.4001607,46.0,33.0
-34.6058969,-58.519128,86.0,86.0
-34.5685703986,-58.4833246043,231.0,222.0
-34.6082457,-58.363794,67.0,59.0
-34.6043342,-58.4492327,40.0,36.0
-34.6074621618,-58.3871412277,39.0,38.0
-34.6032608,-58.3988576,77.0,77.0
-34.5966950219,-58.3835148811,143.0,133.0
-34.5923638267,-58.3782950619,167.0,167.0
-34.6063262,-58.3631894,95.0,95.0
-34.5877697,-58.395297,23.0,23.0
-34.5776471,-58.4060644,95.0,85.0
-34.6025498,-58.4594556,329.0,329.0
-34.6117859,-58.4195765,55.0,47.0
-34.5588935,-58.4459638,54.0,44.0
-34.6108121,-58.3804482,48.0,44.0
-34.6036938,-58.3921138,98.0,90.0
-34.580873,-58.4243335,41.0,39.0
-34.6178535,-58.4055309,114.0,114.0
-34.5435686,-58.4619563,42.0,38.0
-34.5969555,-58.4051308,200.0,170.0
-34.6442876,-58.4329696,139.0,43.0
-34.6267212,-58.481986,115.0,97.0
-34.638996,-58.437644,220.0,170.0
-34.5609353,-58.4661978,81.0,67.0
-34.5793025,-58.5124918,75.0,70.0
-34.5996129,-58.3897864,190.0,156.0
-34.5748903,-58.422306,140.0,140.0
-34.5867785517,-58.474752903,50.0,46.0
-34.5686821,-58.431599,37.0,34.0
-34.550792,-58.474254,44.0,41.0
-34.585471,-58.423576,41.0,36.0
-34.630662,-58.442671,111.0,100.0
-34.6092058,-58.4261197,73.0,63.0
-34.6231068,-58.4416471,40.0,40.0
-34.5648343,-58.4908592,47.0,41.0
-34.6252695,-58.4826277,39.0,36.0
-34.5796073,-58.4333205,45.0,44.0
-34.571179,-58.431863,425.0,400.0
-34.6299747,-58.4011884,338.0,200.0
-34.6229944,-58.5236433,67.0,61.0
-34.563052,-58.4462053,171.0,171.0
-34.560822,-58.443814,100.0,95.0
-34.5553948,-58.4836043,54.0,43.0
-34.5980034,-58.4170641,61.0,34.0
-34.590009,-58.410032,181.0,181.0
-34.6002971,-58.462799,45.0,40.0
