latitud,longitud,property_surface_total,property_surface_covered
-34.5579365,-58.4803824,86.0,68.0
-34.6238418,-58.4609125,35.0,35.0
-34.58599,-58.3946722,116.0,116.0
-34.5934403,-58.4421862,39.0,34.0
-34.5514446,-58.4727205,58.0,38.0
-34.5490493,-58.4705305,81.0,76.0
-34.565262,-58.478197,1050.0,650.0
-34.6170207,-58.4198182,33.0,33.0
-34.597085,-58.4030009,33.0,33.0
-34.5969081,-58.4458125,56.0,56.0
-34.607736,-58.415751,32.0,32.0
-34.6282053,-58.374628,90.0,54.0
-34.592242564,-58.4042873815,109.0,101.0
-34.646266,-58.4107589,97.0,72.0
-34.6247508,-58.4086421,40.0,40.0
-34.656017,-58.424543,125.0,110.0
-34.5878878,-58.4017652,95.0,95.0
-34.5667614,-58.4890472,62.0,49.0
-34.5566767,-58.4752762,27.0,27.0
-34.5448184,-58.4785432,91.0,54.0
-34.606188,-58.413787,49.0,46.0
-34.605123,-58.417763,80.0,75.0
-34.585177,-58.418495,88.0,70.0
-34.614468,-58.3997441,38.0,38.0
-34.5642745,-58.4410734,64.0,64.0
-34.5814605,-58.454584,268.0,183.0
-34.5866112,-58.4019059,33.0,31.0
-34.5809564,-58.4493313,100.0,88.0
-34.5642397,-58.4588065,41.0,38.0
-34.5665335,-58.4482443,223.0,199.0
-34.5589803,-58.4759129,151.0,85.0
-34.5960006,-58.398755,31.0,31.0
-34.5665462,-58.4717867,54.0,46.0
-34.634055,-58.458894,83.0,83.0
-34.6127938,-58.3611717,143.0,143.0
-34.6339317848,-58.5040158033,74.0,68.0
-34.5606129,-58.4640169,41.0,37.0
-34.6367879,-58.4438821,140.0,100.0
-34.5649299299,-58.4391247069,31.0,31.0
-34.6050916,-58.4261744,31.0,31.0
-34.5868538,-58.4526668,71.0,66.0
-34.5868846226,-58.4096233651,77.0,72.0
-34.573855,-58.42234154,152.0,143.0
-34.6208439,-58.4563988,75.0,59.0
-34.5658923378,-58.4621205554,174.0,174.0
-34.5873212,-58.4055254,38.0,35.0
-34.617944,-58.438874,78.0,70.0
-34.5788351,-58.4856126,160.0,100.0
-34.6114447,-58.4209936,56.0,40.0
-34.5788986,-58.4122495,22.0,22.0
-34.6251741,-58.3680309,46.0,42.0
-34.573855,-58.42234154,51.0,46.0
-34.621644,-58.500861,64.0,64.0
-34.6421659,-58.4393986,42.0,42.0
-34.5538388,-58.4721357,102.0,75.0
-34.5601751,-58.4579508,59.0,57.0
-34.6282848,-58.425715,49.0,49.0
-34.6205022,-58.4992815,60.0,40.0
-34.6054014408,-58.3888104189,45.0,45.0
-34.6104729,-58.4090253,140.0,137.0
-34.6670957,-58.4715972,117.0,100.0
-34.5726213,-58.4318144,36.0,36.0
-34.58577819,-58.39492934,23.0,23.0
-34.6154538,-58.4151929,78.0,72.0
-34.6009432,-58.4301631,51.0,49.0
-34.640263,-58.424259,45.0,38.0
-34.5805599,-58.4288492,71.0,66.0
-34.5788545,-58.413613,54.0,48.0
-34.5666792,-58.4411546,149.0,134.0
-34.6194061,-58.4519993,34.0,34.0
-34.5921773,-58.3782938,170.0,140.0
-34.5926076,-58.4108793,61.0,30.0
-34.5702597,-58.4961653,60.0,60.0
-34.6234041,-58.407104,31.0,31.0
-34.5857884938,-58.4699387386,48.0,39.0
-34.599741,-58.4299068,83.0,77.0
-34.6282962,-58.4441747,51.0,30.0
-34.5651161,-58.4639728,73.0,73.0
-34.58577819,-58.39492934,92.0,84.0
-34.6345191,-58.4479388,41.0,41.0
-34.563005,-58.453674,79.0,66.0
-34.5689169117,-58.443800211,90.0,77.0
-34.6098498378,-58.376459946,36.0,36.0
-34.57154052,-58.4878555,63.0,59.0
-34.585924077,-58.515877844,126.0,70.0
-34.5793555,-58.4708031,65.0,60.0
-34.5880492,-58.3891039,281.0,268.0
-34.594058,-58.380617,174.0,170.0
-34.6049824,-58.364452,256.0,220.0
-34.6009092,-58.3644888,113.0,89.0
-34.6064418,-58.4493486,73.0,62.0
-34.5735757,-58.4678164,600.0,600.0
-34.6099376,-58.4397285,60.0,60.0
-34.6301357931,-58.4271812439,55.0,52.0
-34.6160547,-58.3991054,105.0,70.0
-34.5919724,-58.4168387,151.0,140.0
-34.6319346,-58.4567739,163.0,110.0
-34.5915767,-58.4999241,120.0,100.0
-34.5741821659,-58.4472978115,67.0,67.0
-34.6048583,-58.4529076,64.0,64.0
-34.6091307,-58.38583,121.0,121.0
-34.6061141,-58.3974808,100.0,100.0
-34.6485057,-58.500443,37.0,33.0
-34.5979461674,-58.4301690061,47.0,45.0
-34.5522331,-58.4638145,33.0,33.0
-34.6123355,-58.3609723,129.0,117.0
-34.5807421,-58.4648676,77.0,63.0
-34.565018,-58.4364781,100.0,100.0
-34.6261244,-58.3859524,32.0,32.0
-34.5676901,-58.4918971,48.0,43.0
-34.6196202936,-58.4371263296,94.0,94.0
-34.58839659,-58.37599361,118.0,82.0
-34.604666,-58.3964598,41.0,34.0
-34.5903751,-58.3934105,148.0,138.0
-34.6278629,-58.4311292,32.0,32.0
-34.6281182,-58.496055,65.0,64.0
-34.5628112,-58.4654355,53.0,47.0
-34.6017683,-58.4334606,176.0,94.0
-34.588823,-58.4119646,50.0,48.0
-34.565187,-58.434372,610.0,610.0
-34.5868199,-58.3885094,154.0,144.0
-34.5429116,-58.4621465,33.0,29.0
-34.6285467218,-58.4061956406,33.0,30.0
-34.5672988,-58.4562304,135.0,115.0
-34.5544499,-58.460838,76.0,76.0
-34.5767327,-58.4841193,186.0,160.0
-34.595352,-58.3972725,108.0,108.0
-34.5942505157,-58.4414056238,32.0,28.0
-34.6081112012,-58.3862239122,85.0,84.0
-34.5501469,-58.482871,245.0,199.0
-34.6251393,-58.4470115,80.0,80.0
-34.5919005,-58.3967972,25.0,22.0
-34.637315,-58.524923,42.0,42.0
-34.5527712835,-58.4637500889,40.0,40.0
-34.6356452,-58.4756681,89.0,69.0
-34.6227693888,-58.5100940693,64.0,52.0
-34.5916693,-58.3815118,71.0,65.0
-34.609405,-58.430851,170.0,140.0
-34.5856175,-58.3960559,311.0,300.0
-34.617622,-58.3778018,100.0,95.0
-34.5898215,-58.4036714,37.0,37.0
-34.5506142,-58.4986646,47.0,42.0
-34.6238552739,-58.4496763493,56.0,54.0
-34.5717598177,-58.4852448741,52.0,44.0
-34.574190269,-58.4516497714,254.0,203.0
-34.60922726,-58.42174452,30.0,30.0
-34.6203276,-58.4639793,49.0,44.0
-34.665349,-58.5062237,50.0,42.0
-34.618973,-58.46388,43.0,40.0
-34.5868208,-58.4183764,140.0,120.0
-34.5976537,-58.4022868,51.0,48.0
-34.6197991,-58.4370807,54.0,54.0
-34.6488727,-58.4272651,52.0,45.0
-34.5964343,-58.4222046,47.0,42.0
-34.5829285,-58.4369864,25.0,22.0
-34.5983141,-58.4422789,47.0,47.0
-34.6089082712,-58.4427090899,73.0,67.0
-34.5765472,-58.4312126,89.0,81.0
-34.614956,-58.4065327,41.0,41.0
-34.6298766,-58.5042931,38.0,36.0
-34.584294,-58.436469,60.0,48.0
-34.5565847,-58.4599155,85.0,75.0
-34.5674253,-58.4660463,60.0,54.0
-34.5811819,-58.4235186,55.0,52.0
-34.6286038,-58.4476106,64.0,64.0
-34.6143447637,-58.4763476032,64.0,60.0
-34.5929535,-58.3778281,372.0,372.0
-34.5801082,-58.4809119,301.0,182.0
-34.6212059,-58.4023806,78.0,55.0
-34.577115,-58.429563,93.0,82.0
-34.6353022,-58.3711999,63.0,56.0
-34.5871828,-58.4263228,58.0,58.0
-34.5935517661,-58.5159812677,77.0,72.0
-34.5946223,-58.507969,75.0,65.0
-34.5485316,-58.4567197,136.0,136.0
-34.5950678,-58.4312227,41.0,37.0
-34.5872249,-58.4086333,135.0,106.0
-34.6448138,-58.3733713,78.0,68.0
-34.6232069,-58.4362742,63.0,58.0
-34.632049,-58.518154,36.0,34.0
-34.6212483,-58.4378089,52.0,48.0
-34.6296851,-58.4372967,79.0,65.0
-34.5909718,-58.3911809,248.0,248.0
-34.5725396,-58.476798,183.0,183.0
-34.5882398,-58.4501652,89.0,76.0
-34.6037409051,-58.4385538101,107.0,100.0
-34.6663643,-58.4915094,181.0,181.0
-34.5851641,-58.4210092,31.0,26.0
-34.6022028,-58.429374,229.0,100.0
-34.5588935,-58.4459638,249.0,165.0
-34.5657195,-58.465268,114.0,109.0
-34.6072024,-58.3960166,48.0,48.0
-34.6116849,-58.4389625,84.0,72.0
-34.625539,-58.464772,355.0,255.0
-34.5763392,-58.4583364,58.0,49.0
-34.6055603,-58.3899476,34.0,34.0
-34.5783782,-58.4106374,89.0,82.0
-34.6039354054,-58.4591690325,55.0,50.0
-34.5919119588,-58.3899307251,43.0,38.0
-34.6326531,-58.5052344,289.0,188.0
-34.6271222,-58.5253424,260.0,185.0
-34.5927172258,-58.4084452386,128.0,107.0
-34.5587004018,-58.4604093061,51.0,47.0
-34.5519299,-58.4668285,73.0,65.0
-34.641091,-58.436602,168.0,121.0
-34.5867786,-58.4476068,152.0,113.0
-34.6056206681,-58.4016872973,189.0,139.0
-34.6666851,-58.4837164,150.0,82.0
-34.6692603,-58.5062702,90.0,50.0
-34.585857,-58.438128,85.0,53.0
-34.5546748,-58.4648889,155.0,98.0
-34.5994789,-58.38799,72.0,72.0
-34.6568941,-58.4038247,59.0,54.0
-34.588468525,-58.3955955505,234.0,148.0
-34.6173747,-58.4311557,254.0,155.0
-34.6019255,-58.4241036,91.0,86.0
-34.5922782,-58.5193665,65.0,30.0
-34.5747496,-58.4853177,45.0,42.0
-34.5882714,-58.4716564,190.0,86.0
-34.690988,-58.4704908,88.0,82.0
-34.576481516,-58.4380977857,91.0,91.0
-34.61276,-58.377228,41.0,36.0
-34.5968593,-58.3996604,75.0,58.0
-34.5929479,-58.4303218,41.0,38.0
-34.5812879,-58.4089808,76.0,65.0
-34.6208079,-58.4355195,56.0,56.0
-34.54971,-58.467351,92.0,82.0
-34.623199,-58.3960918,83.0,79.0
-34.6353486162,-58.3750632405,77.0,63.0
-34.6573055,-58.5093734,69.0,60.0
-34.5769553,-58.4398077,52.0,52.0
-34.5797635,-58.4059637,407.0,365.0
-34.6190028829,-58.517151646,68.0,48.0
-34.5892746,-58.4066982,52.0,52.0
-34.573855,-58.42234154,55.0,50.0
-34.6034415,-58.3984701,41.0,41.0
-34.5754524,-58.4066598,489.0,278.0
-34.5434527,-58.4772529,171.0,120.0
-34.6248409,-58.4318003,53.0,45.0
-34.6018884,-58.3782288,27.0,27.0
-34.6248742,-58.3756673,50.0,45.0
-34.5889956,-58.3905683,70.0,65.0
-34.5954254,-58.396978,138.0,129.0
-34.5790023,-58.4524603,43.0,40.0
-34.5894882,-58.4316254,37.0,37.0
-34.5870715,-58.4268846,47.0,30.0
-34.6225246,-58.4490622,38.0,34.0
-34.5988008,-58.4311376,123.0,97.0
-34.5789475,-58.4737864,115.0,57.0
-34.5798258,-58.4884821,62.0,56.0
-34.5726284421,-58.485628627,36.0,30.0
-34.6180175,-58.4602843,46.0,42.0
-34.62768578,-58.48358753,165.0,115.0
-34.5529609,-58.4634838,40.0,40.0
-34.5671325,-58.4539234,38.0,35.0
-34.5663117,-58.4778923,74.0,66.0
-34.5971672,-58.4419115,18.0,18.0
-34.5926779,-58.398775,20.0,20.0
-34.565011,-58.456821,134.0,123.0
-34.5707867,-58.4883185,70.0,60.0
-34.5826567,-58.4071263,46.0,42.0
-34.5929535,-58.3778281,372.0,372.0
-34.5752081,-58.482268,35.0,35.0
-34.5883253,-58.4444911,129.0,113.0
-34.6273108,-58.4514357,59.0,50.0
-34.6356561085,-58.4384250641,93.0,55.0
-34.5792451,-58.4075834,182.0,164.0
-34.6082457,-58.363794,98.0,95.0
-34.6595777,-58.436102,223.0,215.0
-34.5735382,-58.4228232,38.0,38.0
-34.564384,-58.4508577,70.0,70.0
-34.5822708,-58.4563404,146.0,104.0
-34.6243689,-58.5167585,80.0,69.0
-34.557917,-58.4599067,52.0,43.0
-34.5854945,-58.4147463,44.0,34.0
-34.6306528,-58.3784209,94.0,77.0
-34.5926827,-58.3761247,96.0,88.0
-34.605053,-58.400886,41.0,41.0
-34.5532444,-58.451765,35.0,32.0
-34.630344,-58.463095,67.0,60.0
-34.6322131,-58.3714562,35.0,34.0
-34.5868784,-58.3865449,30.0,30.0
-34.619437,-58.3994364,56.0,56.0
-34.5727513,-58.441971,41.0,41.0
-34.591398,-58.42206,43.0,38.0
-34.5946595,-58.4051705,99.0,96.0
-34.570696,-58.487074,37.0,34.0
-34.6223931973,-58.423050642,100.0,90.0
-34.6308028,-58.4452414,33.0,33.0
-34.6191653,-58.3604664,51.0,44.0
-34.5932274,-58.4319679,54.0,43.0
-34.5893156,-58.409765,75.0,75.0
-34.5818040342,-58.4072162963,105.0,82.0
-34.63680312,-58.45826804,113.0,105.0
-34.5788545,-58.413613,155.0,155.0
-34.6165133,-58.5019979,47.0,27.0
-34.5796113,-58.4125876,68.0,60.0
-34.550093,-58.483034,33.0,30.0
-34.6172847,-58.3963324,43.0,40.0
-34.5939709,-58.4122831,71.0,60.0
-34.6167248,-58.383489,42.0,38.0
-34.5876651,-58.4056873,44.0,37.0
-34.597404,-58.423818,30.0,30.0
-34.634361,-58.496704,220.0,124.0
-34.6316295,-58.4553508,58.0,54.0
-34.552839,-58.4554398,71.0,66.0
-34.5733386,-58.4557091,180.0,120.0
-34.5896756271,-58.4793233871,82.0,70.0
-34.6118145,-58.4139899,58.0,55.0
-34.6248511303,-58.3712625504,57.0,51.0
-34.5744823,-58.4611458,190.0,120.0
-34.5907398,-58.4245956,55.0,47.0
-34.5877051,-58.4091557,116.0,107.0
-34.573855,-58.42234154,92.0,80.0
-34.5781588,-58.4072524,176.0,145.0
-34.555598,-58.4642685,40.0,40.0
-34.5671644087,-58.455117873,245.0,140.0
-34.576951443,-58.411023991,81.0,77.0
-34.5908768238,-58.5055661201,152.0,113.0
-34.5762972,-58.4199965,276.0,276.0
-34.6175002766,-58.3756342804,42.0,42.0
-34.5918211,-58.3976271,90.0,85.0
-34.6169886,-58.4891364,33.0,32.0
-34.6116233,-58.3624653,80.0,80.0
-34.5625748,-58.4477154,136.0,107.0
-34.6126694,-58.4567754,45.0,41.0
-34.6133016,-58.430263,82.0,77.0
-34.5714141204,-58.4327602386,46.0,44.0
-34.5606129,-58.4640169,41.0,37.0
-34.5598885,-58.4599067,85.0,85.0
-34.604723,-58.3906427,28.0,28.0
-34.5776677,-58.4638751,186.0,106.0
-34.6161954,-58.4585751,99.0,76.0
-34.6090994,-58.40306169,35.0,35.0
-34.5728565,-58.483541,73.0,66.0
-34.5670975,-58.4670603,644.0,644.0
-34.6045384,-58.4249555,33.0,29.0
-34.5692819,-58.4427746,46.0,46.0
-34.6022144,-58.4292478,35.0,35.0
-34.5613612,-58.4637579,60.0,52.0
-34.6328756,-58.4111578,51.0,41.0
-34.609237,-58.502897,41.0,41.0
-34.6110043,-58.3612753,152.0,140.0
-34.5640548,-58.442325,40.0,40.0
-34.617561,-58.520432,43.0,41.0
-34.6447667,-58.50508,115.0,90.0
-34.591336,-58.380833,67.0,67.0
-34.6168374,-58.4911175,79.0,60.0
-34.6217927,-58.4599255,99.0,88.0
-34.6216696,-58.4426763,161.0,128.0
-34.6261244,-58.3859524,103.0,103.0
-34.555751,-58.463942,61.0,52.0
-34.627166,-58.48172,93.0,85.0
-34.558074,-58.4530498,76.0,60.0
-34.6161176,-58.3628087,50.0,50.0
-34.6003379,-58.4249782,30.0,30.0
-34.5755947,-58.4208487,32.0,28.0
-34.561968,-58.471792,496.0,242.0
-34.602771,-58.482903,38.0,35.0
-34.5532775,-58.4612829,57.0,53.0
-34.547139,-58.4678403,67.0,59.0
-34.6126694,-58.4567754,65.0,60.0
-34.615905,-58.458855,37.0,36.0
-34.6031834,-58.3765098,56.0,56.0
-34.63206,-58.386455,79.0,70.0
-34.6232887,-58.3996125,34.0,33.0
-34.5731299,-58.4776306,60.0,52.0
-34.58218,-58.426843,33.0,29.0
-34.5800829,-58.4552811,23.0,23.0
-34.598239,-58.400524,63.0,63.0
-34.6224583,-58.4596393,91.0,77.0
-34.5856182,-58.4235379,40.0,35.0
-34.579619,-58.490493,69.0,64.0
-34.591889,-58.4912942,90.0,90.0
-34.6123348,-58.3915857,71.0,62.0
-34.618694,-58.3615507,82.0,77.0
-34.6041203,-58.4169575,39.0,35.0
-34.58577819,-58.39492934,87.0,80.0
-34.6132839,-58.3595292,148.0,123.0
-34.5703657733,-58.4855031967,81.0,39.0
-34.6226315776,-58.4409785271,95.0,95.0
-34.5813718,-58.4234583,37.0,32.0
-34.5740668,-58.4495726,53.0,46.0
-34.5871135,-58.4059004,18.0,18.0
-34.55476263,-58.45024143,307.0,248.0
-34.6043101,-58.4095114,33.0,30.0
-34.6353022,-58.3711999,48.0,41.0
-34.6159158,-58.418322,117.0,100.0
-34.6212295384,-58.4935283661,167.0,138.0
-34.5702577,-58.4599215,46.0,43.0
-34.5908335,-58.5119096,50.0,48.0
-34.6270749,-58.3928391,39.0,34.0
-34.5535139,-58.4610366,60.0,60.0
-34.6294175366,-58.5047651688,38.0,36.0
-34.5872224,-58.4133896,70.0,70.0
-34.5614349,-58.4670404,87.0,68.0
-34.6306296,-58.4665635,48.0,44.0
-34.5685394,-58.43147,34.0,34.0
-34.634183,-58.426299,19.0,19.0
-34.5527293,-58.471943,160.0,100.0
-34.639625,-58.4885425,158.0,92.0
-34.6213891696,-58.4445563114,110.0,93.0
-34.5893156,-58.409765,70.0,66.0
-34.574332,-58.47317,97.0,63.0
-34.6132788,-58.3617438,57.0,57.0
-34.61268563,-58.37964847,53.0,53.0
-34.5703806,-58.4499864,38.0,35.0
-34.6194061,-58.4519993,32.0,27.0
-34.6269046,-58.37462,49.0,49.0
-34.5898732662,-58.3961389434,42.0,42.0
-34.6295966,-58.470981,37.0,37.0
-34.6530150452,-58.4186196327,38.0,38.0
-34.604529,-58.4675689,101.0,60.0
-34.5975982,-58.4266296,110.0,50.0
-34.5663966,-58.452294,49.0,44.0
-34.5841152,-58.5023194,36.0,30.0
-34.6248512816,-58.434546398,82.0,72.0
-34.5613612,-58.4637579,117.0,101.0
-34.591962,-58.39754,84.0,78.0
-34.5726353,-58.4458689,69.0,67.0
-34.6076172,-58.4038244,188.0,188.0
-34.5900837,-58.4347004,37.0,31.0
-34.6305089,-58.417663,45.0,45.0
-34.6551449,-58.3884262,83.0,68.0
-34.6453775,-58.526147,160.0,140.0
-34.6198732,-58.5085782,37.0,32.0
-34.6132815,-58.3624946,153.0,153.0
-34.54348142,-58.46275078,52.0,52.0
-34.6393433,-58.4809038,197.0,141.0
-34.5443643,-58.4799533,42.0,42.0
-34.6104082,-58.4086452,31.0,31.0
-34.6007386,-58.4066151,65.0,54.0
-34.5760614,-58.4212891,127.0,127.0
-34.624761,-58.4707318,138.0,120.0
-34.6203801806,-58.4553605318,47.0,41.0
-34.5994923,-58.4072502,53.0,53.0
-34.6194061,-58.4519993,58.0,49.0
-34.5974471,-58.4244755,113.0,80.0
-34.618773,-58.401324,80.0,77.0
-34.5778966,-58.4000672,450.0,348.0
-34.5779205,-58.4819672,57.0,43.0
-34.6039917,-58.5000424,63.0,53.0
-34.5485319,-58.4567202,56.0,48.0
-34.6287137,-58.413872,100.0,80.0
-34.573083,-58.437167,132.0,119.0
-34.5916010664,-58.4044361115,22.0,22.0
-34.6115829,-58.439229,77.0,74.0
-34.6003855,-58.492281,27.0,27.0
-34.5898375,-58.3946799,48.0,45.0
-34.6166368,-58.4612889,48.0,46.0
-34.5742216,-58.4389837,50.0,42.0
-34.5680891,-58.4480471,62.0,58.0
-34.5705367,-58.4315063,35.0,35.0
-34.617561,-58.520432,43.0,41.0
-34.5869198,-58.505169,63.0,61.0
-34.624672,-58.453344,68.0,64.0
-34.6249710121,-58.4658420884,105.0,90.0
-34.59871,-58.439436,58.0,51.0
-34.5870715,-58.4268846,52.0,51.0
-34.5809564,-58.4542123,300.0,200.0
-34.5579023,-58.4688319,131.0,106.0
-34.6020828,-58.363912,145.0,111.0
-34.5647757,-58.4389497,52.0,52.0
-34.5953248,-58.402945,46.0,46.0
-34.6270459043,-58.4583449369,74.0,60.0
-34.6378826196,-58.3599711284,60.0,60.0
-34.6062726899,-58.4946747571,41.0,41.0
-34.6317187648,-58.4596946604,47.0,40.0
-34.5768236,-58.4677448,450.0,450.0
-34.5747171,-58.4188515,209.0,195.0
-34.6086801927,-58.474612781,62.0,50.0
-34.549325,-58.485151,53.0,53.0
-34.5579392,-58.4761376,40.0,35.0
-34.611826,-58.516024,81.0,61.0
-34.5796242,-58.4854247,41.0,38.0
-34.5867774,-58.4510162,40.0,40.0
-34.5928654,-58.4450406,54.0,46.0
-34.6220839,-58.3986464,34.0,30.0
-34.58577819,-58.39492934,35.0,35.0
-34.5885318,-58.4092895,138.0,125.0
-34.645354,-58.472607,137.0,104.0
-34.584876,-58.5055874,230.0,200.0
-34.5643192,-58.45164,72.0,72.0
-34.5553533,-58.464432,40.0,32.0
-34.5915767,-58.4999241,120.0,100.0
-34.6191927,-58.4380794,55.0,55.0
-34.6144364,-58.4767326,45.0,41.0
-34.6279201,-58.4503571,56.0,54.0
-34.5759816,-58.448741,75.0,65.0
-34.6326883,-58.470617,57.0,57.0
-34.573855,-58.42234154,224.0,198.0
-34.5803221902,-58.4133281762,81.0,76.0
-34.639586,-58.5056432,37.0,31.0
-34.6329368,-58.3702094,34.0,31.0
-34.5737081,-58.4228956,29.0,29.0
-34.6022005,-58.4079288,23.0,23.0
-34.6225458,-58.5138953,44.0,40.0
-34.6140734,-58.4439873,34.0,34.0
-34.5604,-58.458619,26.0,26.0
-34.6134871049,-58.4636526782,51.0,51.0
-34.6032236282,-58.443062645,40.0,40.0
-34.5799339,-58.429597,75.0,74.0
-34.5733511,-58.4842225,174.0,150.0
-34.5841498,-58.4189773,30.0,25.0
-34.5949394,-58.4417772,50.0,32.0
-34.6157623,-58.3914471,60.0,58.0
-34.5902524,-58.4236001,67.0,60.0
-34.6147585,-58.4046759,90.0,76.0
-34.675953391,-58.474763982,108.0,80.0
-34.5606155,-58.465022,67.0,60.0
-34.5728121,-58.479993,77.0,71.0
-34.6078182,-58.3869509,38.0,34.0
-34.5744178,-58.419747,320.0,240.0
-34.5819099,-58.4493808,36.0,31.0
-34.5890754,-58.402098,62.0,58.0
-34.5914789,-58.3860063,365.0,340.0
-34.5754313,-58.4527047,209.0,180.0
-34.579717,-58.413903,53.0,45.0
-34.6018214795,-58.4081078249,60.0,60.0
-34.5854111,-58.4002392,75.0,75.0
-34.5903684,-58.4113876,38.0,38.0
-34.6087236,-58.4566503,59.0,57.0
-34.607256,-58.4035911,86.0,76.0
-34.628921,-58.452965,76.0,68.0
-34.5943609,-58.3827509,336.0,165.0
-34.5526123,-58.46379471,45.0,45.0
-34.5878297,-58.4017545,80.0,80.0
-34.591377,-58.3981162,37.0,37.0
-34.5964242,-58.4470945,102.0,97.0
-34.5902194,-58.395788,34.0,34.0
-34.5762361146,-58.4215332107,36.0,32.0
-34.6346611,-58.4686082,65.0,60.0
-34.6462013601,-58.469452858,57.0,30.0
-34.5868209,-58.3885307,384.0,384.0
-34.6107448,-58.4506535,65.0,57.0
-34.629368,-58.4952519,70.0,50.0
-34.5829358,-58.4070105,39.0,39.0
-34.6101934,-58.507816,86.0,51.0
-34.5736652,-58.4325893,65.0,57.0
-34.641486,-58.457108,46.0,35.0
-34.5483937,-58.4669886,79.0,76.0
-34.5848896,-58.4067998,88.0,80.0
-34.5675642,-58.4565002,35.0,31.0
-34.6248409,-58.4318003,49.0,45.0
-34.592931,-58.445131,90.0,78.0
-34.5552075,-58.4647252,57.0,40.0
-34.586441,-58.408709,220.0,220.0
-34.6201524,-58.4625166,35.0,32.0
-34.6167532181,-58.4221162693,47.0,38.0
-34.566325,-58.4393552,86.0,74.0
-34.6336119,-58.5242596,99.0,52.0
-34.5978903,-58.4840625,45.0,40.0
-34.546787,-58.469789,33.0,30.0
-34.6020859,-58.467458,98.0,81.0
-34.61682542,-58.44360306,60.0,55.0
-34.5759281,-58.455463,131.0,111.0
-34.6202259,-58.4213302,28.0,28.0
-34.579532,-58.454262,74.0,34.0
-34.5942137,-58.3909382,95.0,95.0
-34.6228975,-58.4394745,35.0,31.0
-34.6132891,-58.3621478,466.0,319.0
-34.5554929,-58.4835256,56.0,46.0
-34.5731135,-58.482633,29.0,29.0
-34.6151231,-58.4650808,100.0,95.0
-34.6412762,-58.3640939,147.0,76.0
-34.5815495,-58.4829555,65.0,65.0
-34.6446102,-58.473373,48.0,42.0
-34.630455,-58.454632,78.0,41.0
-34.6161611,-58.4488624,66.0,63.0
-34.6023208,-58.4362109,45.0,43.0
-34.6023328,-58.4831081,227.0,162.0
-34.62213,-58.393139,64.0,55.0
-34.5796308229,-58.4128689766,92.0,84.0
-34.581523,-58.410986,88.0,88.0
-34.63306,-58.405992,151.0,151.0
-34.588654,-58.4179601,95.0,95.0
-34.6036651,-58.377891,24.0,24.0
-34.5996969363,-58.3964817005,45.0,45.0
-34.5644611,-58.4373622,144.0,144.0
-34.6002081,-58.3881884,47.0,43.0
-34.5974193,-58.4037598,41.0,37.0
-34.5819402,-58.5008141,44.0,44.0
-34.58577819,-58.39492934,295.0,293.0
-34.5872755,-58.513193,173.0,153.0
-34.6225037,-58.418049,39.0,35.0
-34.6006707,-58.4221872,47.0,43.0
-34.5929276632,-58.3806256913,112.0,99.0
-34.5796965,-58.4918966,71.0,34.0
-34.5592962,-58.4637243,78.0,68.0
-34.6166917,-58.443128,44.0,38.0
-34.6400050101,-58.4218597412,63.0,63.0
-34.5556891,-58.4580221,86.0,76.0
-34.6186069,-58.4612319,62.0,56.0
-34.5895042,-58.3967572,90.0,90.0
-34.607697,-58.439654,42.0,36.0
-34.59913,-58.42576,35.0,32.0
-34.5464833,-58.4670157,96.0,74.0
-34.6051497,-58.4082981,101.0,101.0
-34.55476263,-58.45024143,112.0,105.0
-34.6351623,-58.460445,310.0,310.0
-34.6178651,-58.4332011,55.0,55.0
-34.6319695,-58.4124507,114.0,89.0
-34.6364578,-58.363463,46.0,44.0
-34.6020955,-58.3721473,55.0,55.0
-34.5819276,-58.5092952,94.0,56.0
-34.5539596,-58.4569202,61.0,55.0
-34.6233782,-58.4076,29.0,29.0
-34.5577396,-58.4562241,48.0,42.0
-34.5874793,-58.3874359,130.0,118.0
-34.577177991,-58.4758286958,150.0,120.0
-34.5902565,-58.3853428,89.0,76.0
-34.6231071,-58.3948526,41.0,35.0
-34.6282221,-58.4501864,85.0,85.0
-34.6220593,-58.3783341,45.0,38.0
-34.5920897793,-58.4104621411,34.0,34.0
-34.5798455,-58.4509799,100.0,95.0
-34.6045384,-58.4249555,50.0,43.0
-34.54348142,-58.46275078,137.0,127.0
-34.6379831,-58.508837,49.0,44.0
-34.60366599,-58.38051517,171.0,147.0
-34.5914752,-58.3779191,23.0,23.0
-34.55003,-58.465891,48.0,42.0
-34.576293376,-58.4296726931,53.0,46.0
-34.5789486,-58.4094314,300.0,292.0
-34.6074673,-58.3836393,83.0,76.0
-34.6040151,-58.4553952,44.0,40.0
-34.5823589368,-58.4080270656,130.0,120.0
-34.6378020322,-58.4958688574,104.0,45.0
-34.5469717,-58.4687244,100.0,72.0
-34.6186966,-58.4788243,50.0,50.0
-34.5877412,-58.3869387,290.0,280.0
-34.6062516735,-58.419851146,56.0,54.0
-34.5641228,-58.4400211,38.0,36.0
-34.6258738,-58.475124,91.0,78.0
-34.6224105,-58.4060074,37.0,37.0
-34.6404354,-58.4201447,34.0,32.0
-34.5672732,-58.4320439,200.0,164.0
-34.5828641,-58.4058839,160.0,147.0
-34.601953354,-58.426967381,49.0,42.0
-34.6115181,-58.3738937,35.0,31.0
