tipo_precio
Alto
Medio
Medio
Alto
Alto
Alto
Medio
Alto
Bajo
Medio
Alto
Medio
Bajo
Alto
Medio
Alto
Medio
Medio
Alto
Medio
Medio
Medio
Alto
Medio
Bajo
Medio
Alto
Alto
Alto
Medio
Alto
Medio
Bajo
Alto
Alto
Medio
Medio
Medio
Alto
Bajo
Medio
Alto
Medio
Medio
Medio
Medio
Bajo
Medio
Alto
Alto
Alto
Medio
Alto
Medio
Bajo
Alto
Medio
Alto
Medio
Alto
Medio
Bajo
Bajo
Medio
Alto
Alto
Alto
Alto
Medio
Medio
Medio
Alto
Alto
Medio
Medio
Alto
Medio
Alto
Medio
Alto
Medio
Bajo
Medio
Bajo
Medio
Medio
Medio
Alto
Alto
Alto
Alto
Medio
Bajo
Alto
Medio
Bajo
Bajo
Medio
Bajo
Bajo
Alto
Alto
Alto
Alto
Alto
Medio
Medio
Medio
Medio
Medio
Medio
Medio
Alto
Bajo
Alto
Bajo
Medio
Medio
Alto
Bajo
Medio
Bajo
Medio
Alto
Bajo
Medio
Medio
Bajo
Medio
Bajo
Medio
Medio
Medio
Bajo
Medio
Alto
Medio
Bajo
Alto
Medio
Medio
Medio
Bajo
Alto
Medio
Medio
Medio
Bajo
Alto
Medio
Bajo
Bajo
Medio
Medio
Bajo
Medio
Alto
Medio
Medio
Alto
Medio
Medio
Alto
Medio
Medio
Medio
Medio
Alto
Bajo
Medio
Bajo
Bajo
Alto
Medio
Bajo
Bajo
Medio
Alto
Medio
Alto
Alto
Medio
Bajo
Alto
Medio
Alto
Alto
Bajo
Bajo
Medio
Medio
Medio
Alto
Bajo
Medio
Bajo
Medio
Alto
Bajo
Bajo
Alto
Medio
Bajo
Medio
Bajo
Alto
Medio
Alto
Medio
Alto
Alto
Medio
Bajo
Bajo
Medio
Medio
Medio
Alto
Alto
Alto
Medio
Bajo
Medio
Bajo
Medio
Alto
Alto
Bajo
Medio
Medio
Medio
Alto
Bajo
Medio
Bajo
Alto
Medio
Medio
Alto
Medio
Medio
Medio
Medio
Medio
Bajo
Medio
Medio
Bajo
Alto
Medio
Bajo
Alto
Bajo
Medio
Medio
Alto
Alto
Alto
Medio
Bajo
Medio
Medio
Bajo
Alto
Medio
Alto
Medio
Bajo
Medio
Medio
Medio
Alto
Medio
Medio
Medio
Medio
Medio
Medio
Alto
Alto
Medio
Alto
Bajo
Medio
Medio
Alto
Medio
Medio
Bajo
Medio
Bajo
Medio
Medio
Alto
Medio
Alto
Alto
Medio
Medio
Medio
Medio
Medio
Alto
Medio
Medio
Bajo
Medio
Medio
Medio
Alto
Medio
Alto
Alto
Bajo
Medio
Medio
Alto
Bajo
Medio
Medio
Alto
Medio
Medio
Medio
Alto
Bajo
Bajo
Medio
Alto
Alto
Bajo
Alto
Medio
Medio
Medio
Medio
Bajo
Medio
Bajo
Alto
Medio
Bajo
Medio
Medio
Alto
Alto
Bajo
Medio
Medio
Alto
Bajo
Medio
Medio
Bajo
Alto
Medio
Bajo
Bajo
Bajo
Medio
Medio
Medio
Alto
Medio
Medio
Alto
Medio
Bajo
Alto
Medio
Medio
Bajo
Bajo
Medio
Medio
Bajo
Bajo
Medio
Medio
Bajo
Bajo
Medio
Alto
Medio
Medio
Medio
Bajo
Bajo
Alto
Medio
Medio
Alto
Medio
Medio
Medio
Medio
Alto
Bajo
Bajo
Bajo
Bajo
Bajo
Alto
Medio
Medio
Medio
Alto
Medio
Medio
Alto
Medio
Bajo
Medio
Alto
Medio
Bajo
Alto
Bajo
Bajo
Medio
Medio
Medio
Bajo
Bajo
Bajo
Alto
Medio
Medio
Bajo
Medio
Bajo
Bajo
Medio
Alto
Bajo
Alto
Alto
Medio
Medio
Medio
Medio
Medio
Alto
Bajo
Bajo
Alto
Medio
Bajo
Medio
Medio
Alto
Medio
Medio
Medio
Bajo
Alto
Medio
Bajo
Medio
Alto
Medio
Medio
Medio
Medio
Bajo
Bajo
Alto
Medio
Bajo
Bajo
Medio
Alto
Medio
Bajo
Medio
Bajo
Alto
Medio
Alto
Medio
Medio
Medio
Medio
Alto
Medio
Medio
Bajo
Alto
Bajo
Medio
Alto
Medio
Medio
Medio
Bajo
Bajo
Bajo
Bajo
Bajo
Medio
Alto
Bajo
Alto
Alto
Bajo
Bajo
Alto
Medio
Medio
Bajo
Alto
Bajo
Alto
Medio
Bajo
Alto
Medio
Medio
Alto
Alto
Medio
Bajo
Medio
Bajo
Medio
Alto
Medio
Medio
Medio
Medio
Bajo
Medio
Bajo
Medio
Medio
Alto
Medio
Alto
Alto
Alto
Bajo
Bajo
Medio
Medio
Bajo
Medio
Medio
Medio
Medio
Alto
Medio
Medio
Alto
Medio
Bajo
Alto
Medio
Medio
Medio
Bajo
Medio
Medio
Medio
Medio
Medio
Medio
Alto
Medio
Medio
Bajo
Bajo
Alto
Medio
Medio
Medio
Bajo
Alto
Bajo
Medio
Medio
Alto
Bajo
Medio
Bajo
Bajo
Medio
Bajo
Alto
Alto
Medio
Medio
Medio
Medio
Medio
Bajo
Medio
Medio
Medio
Bajo
Bajo
Alto
Medio
Medio
Alto
Medio
Medio
Medio
Alto
Medio
Bajo
Medio
Alto
Alto
Bajo
Bajo
Medio
Alto
Bajo
Medio
Alto
Medio
Bajo
Alto
Medio
Medio
Medio
Alto
Alto
Medio
Alto
Medio
Medio
Medio
Medio
Alto
Alto
Alto
Alto
Alto
Medio
Bajo
Medio
Alto
Medio
Medio
Medio
Medio
Bajo
Alto
Medio
Medio
Medio
Medio
Bajo
Medio
Medio
Medio
Alto
Medio
Medio
Medio
Bajo
Bajo
Medio
Medio
Medio
Alto
Alto
Medio
Bajo
Alto
Bajo
Alto
Alto
Bajo
Medio
Bajo
Medio
Medio
Alto
Bajo
Bajo
Medio
Alto
Alto
Medio
Medio
Alto
Alto
Bajo
Medio
Alto
Medio
Medio
Alto
Bajo
Alto
Medio
Medio
Alto
Medio
Medio
Medio
Medio
Medio
Bajo
Medio
Bajo
Medio
Alto
Medio
Alto
Medio
Medio
Bajo
Medio
Medio
Alto
Bajo
Medio
Bajo
Medio
Medio
Medio
Medio
Medio
Bajo
Bajo
Alto
Medio
Medio
Bajo
Medio
Alto
Bajo
Medio
Medio
Medio
Alto
Alto
Bajo
Bajo
Alto
Medio
Medio
Medio
Medio
Medio
Bajo
Bajo
Medio
Medio
Medio
Medio
Bajo
Medio
Medio
Bajo
Alto
Alto
Alto
Alto
Alto
Medio
Medio
Medio
Alto
Medio
Medio
Alto
Medio
Medio
Medio
Bajo
Medio
Medio
Bajo
Bajo
Bajo
Medio
Medio
Alto
Alto
Medio
Medio
Medio
Bajo
Medio
Medio
Medio
Bajo
Bajo
Bajo
Medio
Bajo
Medio
Medio
Medio
Medio
Medio
Bajo
Medio
Alto
Bajo
Medio
Alto
Medio
Medio
Medio
Medio
Bajo
Alto
Bajo
Medio
Medio
Medio
Medio
Alto
Medio
Bajo
Medio
Medio
Alto
Medio
Alto
Bajo
Medio
Bajo
Medio
Bajo
Bajo
Medio
Alto
Bajo
Alto
Alto
Medio
Bajo
Medio
Bajo
Bajo
Medio
Medio
Bajo
Alto
Medio
Medio
Medio
Alto
Bajo
Medio
Medio
Bajo
Alto
Medio
Medio
Medio
Medio
Medio
Medio
Alto
Medio
Bajo
Medio
Alto
Alto
Medio
Bajo
Medio
Bajo
Bajo
Medio
Medio
Bajo
Bajo
Medio
Medio
Alto
Alto
Medio
Bajo
Bajo
Medio
Medio
Alto
Bajo
Medio
Medio
Medio
Medio
Bajo
Alto
Alto
Medio
Medio
Medio
Alto
Medio
Medio
Medio
Medio
Medio
Medio
Alto
Medio
Alto
Bajo
Medio
Medio
Bajo
Medio
Medio
Alto
Medio
Bajo
Medio
Medio
Medio
Bajo
Medio
Medio
Alto
Alto
Bajo
Medio
Alto
Medio
Medio
Medio
Medio
Medio
Medio
Bajo
Alto
Bajo
Medio
Bajo
Bajo
Bajo
Medio
Alto
Medio
Bajo
Bajo
Alto
Medio
Bajo
Bajo
Medio
Medio
Bajo
Medio
Medio
Medio
Bajo
Medio
Alto
Medio
Medio
Alto
Medio
Medio
Medio
Medio
Medio
Alto
Medio
Bajo
Bajo
Medio
Medio
Medio
Bajo
Bajo
Medio
Medio
Bajo
Bajo
Alto
Bajo
Alto
Bajo
Medio
Alto
Bajo
Bajo
Bajo
Medio
Alto
Bajo
Bajo
Medio
Bajo
Alto
Medio
Medio
Alto
Medio
Alto
Medio
Medio
Alto
Alto
Medio
Alto
Medio
Medio
Alto
Bajo
Medio
Alto
Bajo
Alto
Medio
Alto
Medio
Alto
Alto
Alto
Medio
Medio
Medio
Medio
Alto
Alto
Medio
Bajo
Medio
Medio
Bajo
Bajo
Medio
Bajo
Alto
Bajo
Medio
Alto
Alto
Medio
Medio
Bajo
Medio
Bajo
Alto
Medio
Medio
Alto
Bajo
Bajo
Medio
Medio
Bajo
Bajo
Medio
Alto
Bajo
Medio
Medio
Bajo
Medio
Medio
Bajo
Medio
Medio
Medio
Medio
Medio
Medio
Alto
Bajo
Medio
Alto
Bajo
Medio
Bajo
Medio
Medio
Alto
Alto
Bajo
Medio
Bajo
Medio
Alto
Medio
Bajo
Medio
Alto
Alto
Alto
Bajo
Alto
Medio
Alto
Medio
Alto
Alto
Bajo
Bajo
Medio
Bajo
Bajo
Bajo
Bajo
Medio
Medio
Medio
Alto
Medio
Alto
Alto
Medio
Alto
Bajo
Medio
Medio
Medio
Medio
Medio
Medio
Alto
Alto
Bajo
Bajo
Medio
Medio
Medio
Medio
Medio
Bajo
Medio
Medio
Medio
Bajo
Alto
Bajo
Alto
Alto
Medio
Medio
Alto
Medio
Medio
Alto
Bajo
Bajo
Medio
Bajo
Bajo
Medio
Medio
Medio
Alto
Medio
Medio
Bajo
Medio
Bajo
Alto
Alto
Medio
Alto
Alto
Medio
Medio
Alto
Alto
Alto
Bajo
Bajo
Medio
Medio
Alto
Medio
Alto
Medio
Medio
Medio
Medio
Alto
Bajo
Alto
Bajo
Medio
Medio
Medio
Alto
Alto
Medio
Alto
Bajo
Medio
Medio
Alto
Alto
Bajo
Medio
Medio
Bajo
Alto
Medio
Bajo
Medio
Medio
Bajo
Medio
Alto
Bajo
Medio
Alto
Bajo
Bajo
Medio
Medio
Medio
Alto
Alto
Bajo
Medio
Medio
Medio
Medio
Bajo
Medio
Bajo
Bajo
Medio
Bajo
Bajo
Alto
Medio
Medio
Alto
Medio
Medio
Alto
Medio
Medio
Bajo
Medio
Alto
Medio
Medio
Alto
Alto
Alto
Medio
Bajo
Bajo
Alto
Medio
Medio
Bajo
Alto
Medio
Bajo
Alto
Medio
Bajo
Medio
Medio
Alto
Bajo
Medio
Medio
Medio
Alto
Medio
Bajo
Medio
Alto
Medio
Bajo
Bajo
Medio
Medio
Medio
Bajo
Medio
Medio
Alto
Bajo
Medio
Medio
Alto
Medio
Alto
Medio
Medio
Medio
Bajo
Medio
Medio
Medio
Medio
Bajo
Bajo
Bajo
Medio
Bajo
Medio
Bajo
Medio
Medio
Medio
Bajo
Medio
Bajo
Bajo
Alto
Medio
Medio
Medio
Alto
Medio
Medio
Medio
Medio
Medio
Medio
Alto
Medio
Bajo
Alto
Medio
Alto
Medio
Medio
Medio
Alto
Medio
Medio
Bajo
Medio
Bajo
Medio
Medio
Medio
Medio
Medio
Bajo
Medio
Alto
Medio
Medio
Medio
Medio
Alto
Medio
Bajo
Bajo
Bajo
Bajo
Alto
Medio
Medio
Bajo
Medio
Alto
Medio
Alto
Bajo
Alto
Medio
Medio
Medio
Medio
Alto
Alto
Bajo
Bajo
Bajo
Medio
Bajo
